Date,TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches)
4/27/2015,59.0,42.0,0.0
4/28/2015,66.0,39.0,0.0
4/29/2015,71.0,52.0,0.0
4/30/2015,69.0,50.0,0.78
5/1/2015,58.0,49.0,0.22
5/2/2015,69.0,50.0,0.0
5/3/2015,75.0,58.0,0.0
5/4/2015,80.0,62.0,0.0
5/6/2015,80.0,62.0,0.08
5/7/2015,74.0,59.0,0.0
5/8/2015,78.0,62.0,0.0
5/9/2015,76.0,60.0,0.0
5/10/2015,78.0,64.0,0.31
5/11/2015,80.0,64.0,0.04
5/12/2015,84.0,67.0,0.0
5/13/2015,68.0,48.0,0.0
5/14/2015,64.0,45.0,0.0
5/15/2015,74.0,50.0,0.0
5/16/2015,83.0,60.0,0.18
5/17/2015,78.0,67.0,0.04
5/18/2015,84.0,67.0,0.0
5/19/2015,84.0,65.0,0.0
5/20/2015,74.0,58.0,0.0
5/21/2015,58.0,50.0,0.29
5/22/2015,71.0,47.0,0.0
5/23/2015,70.0,53.0,0.0
5/24/2015,78.0,55.0,0.0
5/25/2015,78.0,60.0,0.0
5/26/2015,83.0,62.0,0.0
5/27/2015,82.0,68.0,0.0
5/28/2015,83.0,67.0,0.1
5/29/2015,81.0,66.0,0.0
5/30/2015,83.0,65.0,0.0
5/31/2015,84.0,65.0,0.0
6/1/2015,86.0,64.0,0.25
6/2/2015,68.0,55.0,0.07
6/3/2015,56.0,54.0,0.43
6/4/2015,58.0,54.0,0.49
6/5/2015,71.0,56.0,0.0
6/6/2015,79.0,62.0,0.0
6/7/2015,76.0,62.0,0.0
6/8/2015,82.0,61.0,0.0
6/9/2015,81.0,64.0,0.0
6/10/2015,78.0,65.0,0.0
6/11/2015,87.0,72.0,0.0
6/12/2015,87.0,72.0,0.14
6/13/2015,88.0,73.0,0.02
6/14/2015,88.0,71.0,0.17
6/15/2015,90.0,76.0,0.0
6/16/2015,89.0,75.0,0.0
6/17/2015,79.0,69.0,0.42
6/18/2015,88.0,69.0,0.0
6/19/2015,80.0,69.0,0.0
6/20/2015,86.0,68.0,1.38
6/21/2015,87.0,71.0,0.02
6/22/2015,86.0,74.0,0.02
6/23/2015,89.0,72.0,0.0
6/24/2015,82.0,70.0,0.0
6/25/2015,83.0,68.0,0.55
6/26/2015,74.0,65.0,0.07
6/27/2015,76.0,66.0,1.6
6/28/2015,74.0,63.0,0.0
6/29/2015,77.0,61.0,0.0
6/30/2015,80.0,65.0,0.28
7/1/2015,80.0,64.0,0.01
7/2/2015,74.0,66.0,0.0
7/3/2015,72.0,64.0,0.0
7/4/2015,80.0,66.0,0.26
7/5/2015,76.0,66.0,0.22
7/6/2015,76.0,68.0,0.15
7/7/2015,83.0,68.0,0.0
7/8/2015,81.0,74.0,0.0
7/9/2015,89.0,72.0,0.0
7/10/2015,83.0,71.0,0.63
7/11/2015,76.0,65.0,0.88
7/12/2015,80.0,65.0,0.02
7/13/2015,78.0,67.0,0.17
7/14/2015,82.0,67.0,0.0
7/15/2015,81.0,68.0,0.0
7/16/2015,76.0,60.0,0.0
7/17/2015,80.0,65.0,0.0
7/18/2015,86.0,69.0,0.0
7/19/2015,88.0,72.0,0.0
7/20/2015,87.0,75.0,0.0
7/21/2015,84.0,72.0,0.02
7/22/2015,80.0,67.0,0.0
7/23/2015,80.0,66.0,0.0
7/24/2015,81.0,65.0,0.0
7/25/2015,83.0,71.0,0.0
7/26/2015,85.0,68.0,0.0
7/27/2015,85.0,70.0,0.0
7/28/2015,84.0,70.0,0.41
7/29/2015,84.0,71.0,0.0
7/30/2015,86.0,68.0,0.16
7/31/2015,83.0,66.0,0.0
8/1/2015,85.0,70.0,0.0
8/2/2015,79.0,68.0,0.0
8/3/2015,87.0,71.0,0.0
8/4/2015,89.0,72.0,0.0
8/5/2015,87.0,72.0,0.0
8/6/2015,76.0,63.0,0.42
8/7/2015,68.0,62.0,0.1
8/8/2015,79.0,65.0,0.0
8/9/2015,83.0,66.0,0.0
8/10/2015,72.0,66.0,0.7
8/11/2015,84.0,68.0,0.09
8/12/2015,80.0,64.0,0.0
8/13/2015,79.0,63.0,0.0
8/14/2015,81.0,65.0,0.0
8/15/2015,84.0,67.0,0.0
8/16/2015,86.0,68.0,0.3
8/17/2015,88.0,72.0,0.0
8/18/2015,79.0,70.0,0.05
8/19/2015,81.0,68.0,1.0
8/20/2015,83.0,71.0,0.0
8/21/2015,78.0,65.0,0.0
8/22/2015,78.0,62.0,0.0
8/23/2015,80.0,61.0,0.0
8/24/2015,84.0,68.0,0.0
8/25/2015,80.0,64.0,0.0
8/26/2015,76.0,61.0,0.0
8/27/2015,78.0,60.0,0.0
8/28/2015,80.0,62.0,0.0
8/29/2015,84.0,65.0,0.0
8/30/2015,85.0,67.0,0.0
8/31/2015,84.0,68.0,0.0
9/1/2015,88.0,69.0,0.0
9/2/2015,88.0,71.0,0.0
9/3/2015,88.0,71.0,0.0
9/4/2015,87.0,70.0,0.02
9/5/2015,82.0,68.0,0.0
9/6/2015,82.0,64.0,0.0
9/7/2015,85.0,66.0,0.0
9/8/2015,87.0,73.0,0.0
9/9/2015,90.0,71.0,0.0
9/10/2015,77.0,65.0,1.11
9/11/2015,79.0,61.0,0.0
9/12/2015,71.0,61.0,0.92
9/13/2015,69.0,54.0,0.02
9/14/2015,73.0,56.0,0.0
9/15/2015,77.0,57.0,0.0
9/16/2015,79.0,61.0,0.0
9/17/2015,80.0,65.0,0.0
9/18/2015,80.0,63.0,0.0
9/19/2015,81.0,64.0,0.0
9/20/2015,75.0,63.0,0.0
9/21/2015,63.0,54.0,2.11
9/22/2015,69.0,56.0,0.0
9/23/2015,72.0,54.0,0.0
9/24/2015,74.0,57.0,0.0
9/25/2015,65.0,58.0,0.07
9/26/2015,63.0,56.0,0.5
9/27/2015,65.0,55.0,0.04
9/28/2015,69.0,62.0,0.16
9/29/2015,72.0,68.0,2.93
9/30/2015,76.0,62.0,0.0
10/1/2015,62.0,52.0,0.24
10/2/2015,53.0,45.0,1.54
10/3/2015,51.0,44.0,1.95
10/4/2015,52.0,49.0,0.07
10/5/2015,64.0,49.0,0.0
10/6/2015,71.0,48.0,0.0
10/7/2015,76.0,59.0,0.0
10/8/2015,74.0,62.0,0.0
10/9/2015,75.0,60.0,0.13
10/10/2015,63.0,49.0,0.0
10/11/2015,67.0,45.0,0.0
10/12/2015,74.0,56.0,0.0
10/13/2015,74.0,58.0,0.0
10/14/2015,69.0,55.0,0.0
10/15/2015,66.0,49.0,0.0
10/16/2015,67.0,50.0,0.0
10/17/2015,60.0,39.0,0.0
10/18/2015,53.0,35.0,0.0
10/19/2015,55.0,36.0,0.0
10/20/2015,69.0,40.0,0.0
10/21/2015,72.0,56.0,0.0
10/22/2015,77.0,59.0,0.0
10/23/2015,70.0,55.0,0.0
10/24/2015,61.0,51.0,0.0
10/25/2015,65.0,50.0,0.02
10/26/2015,54.0,46.0,0.0
10/27/2015,51.0,42.0,0.59
10/28/2015,66.0,51.0,2.67
10/29/2015,68.0,55.0,0.0
10/30/2015,58.0,44.0,0.0
10/31/2015,53.0,40.0,0.0
11/1/2015,66.0,49.0,0.02
11/2/2015,61.0,55.0,0.0
11/3/2015,71.0,53.0,0.0
11/4/2015,73.0,54.0,0.0
11/5/2015,76.0,57.0,0.0
11/6/2015,76.0,60.0,0.0
11/7/2015,70.0,48.0,0.15
11/8/2015,52.0,42.0,0.0
11/9/2015,45.0,39.0,0.81
11/10/2015,57.0,44.0,0.26
11/11/2015,64.0,46.0,0.0
11/12/2015,67.0,46.0,0.0
11/13/2015,60.0,42.0,0.0
11/14/2015,54.0,38.0,0.0
11/15/2015,64.0,44.0,0.0
11/16/2015,64.0,52.0,0.0
11/17/2015,61.0,49.0,0.0
11/18/2015,58.0,47.0,0.04
11/19/2015,65.0,54.0,1.38
11/20/2015,55.0,44.0,0.0
11/21/2015,51.0,38.0,0.0
11/22/2015,48.0,30.0,0.0
11/23/2015,40.0,26.0,0.0
11/24/2015,52.0,36.0,0.0
11/25/2015,54.0,36.0,0.0
11/26/2015,60.0,40.0,0.0
11/27/2015,65.0,52.0,0.0
11/28/2015,68.0,57.0,0.0
11/29/2015,63.0,42.0,0.16
11/30/2015,42.0,35.0,0.52
12/1/2015,46.0,39.0,1.11
12/2/2015,56.0,46.0,0.24
12/3/2015,49.0,33.0,0.0
12/4/2015,49.0,32.0,0.0
12/5/2015,51.0,36.0,0.0
12/6/2015,51.0,40.0,0.0
12/7/2015,60.0,46.0,0.0
12/8/2015,55.0,43.0,0.0
12/9/2015,53.0,36.0,0.0
12/10/2015,61.0,48.0,0.0
12/11/2015,68.0,52.0,0.0
12/12/2015,74.0,60.0,0.0
12/13/2015,68.0,57.0,0.0
12/14/2015,65.0,55.0,0.13
12/15/2015,62.0,45.0,0.0
12/16/2015,53.0,41.0,0.0
12/17/2015,53.0,43.0,0.5
12/18/2015,53.0,30.0,0.0
12/19/2015,44.0,26.0,0.0
12/20/2015,47.0,33.0,0.0
12/21/2015,52.0,36.0,0.0
12/22/2015,55.0,45.0,0.15
12/23/2015,62.0,53.0,1.09
12/24/2015,68.0,61.0,0.25
12/25/2015,68.0,60.0,0.04
12/26/2015,60.0,49.0,0.09
12/27/2015,69.0,49.0,0.04
12/28/2015,57.0,36.0,0.4
12/29/2015,58.0,37.0,0.31
12/30/2015,51.0,47.0,0.01
12/31/2015,54.0,43.0,0.0
1/2/2016,47.0,31.0,0.0
1/3/2016,52.0,32.0,0.0
1/4/2016,35.0,21.0,0.0
1/5/2016,31.0,13.0,0.0
1/6/2016,38.0,20.0,0.0
1/7/2016,43.0,32.0,0.0
1/8/2016,40.0,33.0,0.07
1/9/2016,45.0,38.0,0.42
1/10/2016,56.0,29.0,0.5
1/11/2016,38.0,23.0,0.0
1/12/2016,44.0,25.0,0.0
1/13/2016,32.0,17.0,0.0
1/14/2016,53.0,29.0,0.0
1/15/2016,50.0,36.0,0.55
1/16/2016,53.0,34.0,0.0
1/17/2016,35.0,29.0,0.1
1/18/2016,30.0,11.0,0.0
1/19/2016,25.0,10.0,0.0
1/20/2016,29.0,15.0,0.0
1/21/2016,33.0,19.0,0.0
1/22/2016,23.0,17.0,1.28
1/23/2016,27.0,18.0,1.91
1/24/2016,40.0,22.0,0.0
1/25/2016,41.0,29.0,0.0
1/26/2016,53.0,33.0,0.0
1/27/2016,49.0,31.0,0.01
1/28/2016,41.0,29.0,0.0
1/29/2016,42.0,30.0,0.0
1/30/2016,47.0,27.0,0.0
1/31/2016,59.0,37.0,0.0
2/1/2016,65.0,44.0,0.01
2/2/2016,47.0,40.0,0.0
2/3/2016,56.0,40.0,0.68
2/4/2016,58.0,38.0,0.0
2/5/2016,42.0,31.0,0.01
2/6/2016,43.0,31.0,0.0
2/7/2016,43.0,31.0,0.0
2/8/2016,46.0,33.0,0.13
2/9/2016,42.0,27.0,0.01
2/10/2016,35.0,18.0,0.0
2/11/2016,31.0,15.0,0.0
2/12/2016,31.0,16.0,0.0
2/13/2016,27.0,10.0,0.0
2/14/2016,24.0,8.0,0.05
2/15/2016,28.0,17.0,0.73
2/16/2016,52.0,28.0,1.1
2/17/2016,51.0,32.0,0.0
2/18/2016,43.0,28.0,0.0
2/19/2016,45.0,26.0,0.0
2/20/2016,64.0,39.0,0.0
2/21/2016,60.0,48.0,0.44
2/22/2016,48.0,40.0,0.02
2/23/2016,41.0,36.0,0.48
2/24/2016,59.0,37.0,1.21
2/25/2016,51.0,36.0,0.0
2/26/2016,42.0,26.0,0.0
2/27/2016,46.0,26.0,0.0
2/28/2016,64.0,42.0,0.0
2/29/2016,64.0,48.0,0.0
3/1/2016,68.0,48.0,0.21
3/2/2016,55.0,29.0,0.07
3/3/2016,39.0,26.0,0.04
3/4/2016,44.0,28.0,0.0
3/5/2016,45.0,31.0,0.0
3/6/2016,50.0,30.0,0.0
3/7/2016,63.0,35.0,0.0
3/8/2016,76.0,56.0,0.0
3/9/2016,77.0,60.0,0.0
3/10/2016,76.0,57.0,0.0
3/11/2016,71.0,58.0,0.0
3/12/2016,65.0,53.0,0.0
3/13/2016,65.0,47.0,0.13
3/14/2016,52.0,46.0,0.41
3/15/2016,67.0,46.0,0.06
3/16/2016,81.0,51.0,0.0
3/17/2016,70.0,51.0,0.0
3/18/2016,67.0,46.0,0.0
3/19/2016,55.0,33.0,0.25
3/20/2016,41.0,32.0,0.0
3/21/2016,52.0,34.0,0.0
3/22/2016,61.0,42.0,0.0
3/23/2016,73.0,49.0,0.0
3/24/2016,74.0,54.0,0.0
3/25/2016,72.0,46.0,0.0
3/26/2016,56.0,38.0,0.0
3/27/2016,53.0,47.0,0.22
3/28/2016,67.0,48.0,0.21
3/29/2016,61.0,43.0,0.0
3/30/2016,64.0,42.0,0.0
3/31/2016,68.0,50.0,0.03
4/1/2016,76.0,59.0,0.36
4/2/2016,65.0,38.0,0.07
4/3/2016,58.0,31.0,0.0
4/4/2016,74.0,46.0,0.01
4/5/2016,47.0,30.0,0.0
4/6/2016,54.0,33.0,0.0
4/7/2016,60.0,41.0,0.73
4/8/2016,54.0,38.0,0.0
4/9/2016,47.0,31.0,0.0
4/10/2016,53.0,26.0,0.0
4/11/2016,70.0,44.0,0.0
4/12/2016,68.0,45.0,0.0
4/13/2016,56.0,38.0,0.0
4/14/2016,61.0,39.0,0.0
4/15/2016,62.0,43.0,0.0
4/16/2016,68.0,45.0,0.0
4/17/2016,72.0,47.0,0.0
4/18/2016,83.0,62.0,0.0
4/19/2016,81.0,61.0,0.0
4/20/2016,68.0,49.0,0.0
4/21/2016,74.0,48.0,0.0
4/22/2016,65.0,59.0,0.09
4/23/2016,71.0,52.0,0.01
4/24/2016,69.0,46.0,0.0
4/25/2016,81.0,51.0,0.0
4/26/2016,83.0,61.0,0.19
4/27/2016,68.0,53.0,0.06
4/28/2016,56.0,51.0,1.42
4/29/2016,52.0,48.0,0.07
4/30/2016,55.0,50.0,0.1
5/1/2016,64.0,50.0,0.79
5/2/2016,81.0,59.0,0.43
5/3/2016,73.0,57.0,0.52
5/4/2016,63.0,51.0,1.2
5/5/2016,52.0,48.0,0.29
5/6/2016,55.0,46.0,0.55
5/7/2016,66.0,46.0,0.0
5/8/2016,71.0,53.0,0.0
5/9/2016,62.0,55.0,0.0
5/10/2016,60.0,51.0,0.3
5/11/2016,63.0,56.0,0.11
5/12/2016,64.0,57.0,0.11
5/13/2016,76.0,58.0,0.07
5/14/2016,70.0,49.0,0.16
5/15/2016,60.0,42.0,0.0
5/16/2016,64.0,44.0,0.0
5/17/2016,59.0,47.0,0.42
5/18/2016,58.0,49.0,0.0
5/19/2016,66.0,50.0,0.0
5/20/2016,70.0,53.0,0.0
5/21/2016,57.0,51.0,1.54
5/22/2016,59.0,50.0,0.2
5/23/2016,65.0,50.0,0.72
5/24/2016,79.0,55.0,0.0
5/25/2016,81.0,64.0,0.0
5/26/2016,83.0,68.0,0.0
5/27/2016,83.0,66.0,0.0
5/28/2016,83.0,65.0,0.0
5/29/2016,77.0,63.0,0.0
5/30/2016,79.0,62.0,0.0
5/31/2016,81.0,64.0,0.0
6/1/2016,83.0,64.0,0.0
6/2/2016,80.0,65.0,0.33
6/3/2016,83.0,65.0,0.19
6/4/2016,80.0,64.0,2.11
6/5/2016,81.0,64.0,0.27
6/6/2016,81.0,67.0,0.0
6/7/2016,82.0,63.0,0.0
6/8/2016,71.0,58.0,0.0
6/9/2016,80.0,58.0,0.0
6/10/2016,79.0,62.0,0.0
6/11/2016,88.0,66.0,0.0
6/12/2016,88.0,68.0,0.0
6/13/2016,78.0,60.0,0.0
6/14/2016,78.0,62.0,0.0
6/15/2016,79.0,62.0,0.0
6/16/2016,89.0,65.0,0.61
6/17/2016,71.0,60.0,0.33
6/18/2016,77.0,60.0,0.0
6/19/2016,80.0,65.0,0.0
6/20/2016,84.0,67.0,0.0
6/21/2016,83.0,71.0,0.02
6/22/2016,75.0,69.0,0.0
6/23/2016,77.0,65.0,0.97
6/24/2016,81.0,65.0,0.0
6/25/2016,77.0,66.0,0.0
6/26/2016,80.0,65.0,0.0
6/27/2016,80.0,64.0,0.05
6/28/2016,83.0,69.0,0.0
6/29/2016,81.0,65.0,0.0
6/30/2016,76.0,62.0,0.0
7/1/2016,83.0,65.0,0.0
7/2/2016,80.0,62.0,0.13
7/3/2016,65.0,60.0,0.32
7/4/2016,71.0,62.0,0.43
7/5/2016,85.0,69.0,0.0
7/6/2016,85.0,72.0,0.0
7/7/2016,86.0,71.0,0.0
7/8/2016,87.0,70.0,0.0
7/9/2016,87.0,71.0,0.0
7/10/2016,83.0,69.0,0.0
7/11/2016,82.0,67.0,0.0
7/12/2016,84.0,69.0,0.42
7/13/2016,86.0,68.0,0.05
7/14/2016,89.0,75.0,0.0
7/15/2016,86.0,75.0,0.0
7/16/2016,86.0,67.0,0.04
7/17/2016,87.0,67.0,0.0
7/18/2016,90.0,72.0,0.0
7/19/2016,87.0,71.0,0.0
7/20/2016,85.0,68.0,0.0
7/21/2016,87.0,70.0,0.0
7/22/2016,90.0,72.0,0.0
7/23/2016,93.0,75.0,0.0
7/24/2016,93.0,77.0,0.0
7/25/2016,92.0,80.0,0.0
7/26/2016,93.0,72.0,0.01
7/27/2016,90.0,71.0,0.08
7/28/2016,91.0,69.0,0.55
7/29/2016,84.0,69.0,0.05
7/30/2016,84.0,68.0,1.98
7/31/2016,85.0,69.0,0.22
8/1/2016,85.0,70.0,0.0
8/2/2016,83.0,69.0,0.0
8/3/2016,76.0,68.0,0.0
8/4/2016,77.0,67.0,0.03
8/5/2016,78.0,68.0,0.99
8/6/2016,87.0,70.0,0.43
8/7/2016,81.0,69.0,0.0
8/8/2016,74.0,64.0,0.87
8/9/2016,72.0,64.0,0.03
8/10/2016,85.0,70.0,0.0
8/11/2016,86.0,77.0,0.0
8/12/2016,88.0,75.0,0.0
8/13/2016,89.0,78.0,0.0
8/14/2016,89.0,74.0,0.27
8/15/2016,88.0,70.0,0.07
8/16/2016,88.0,69.0,0.0
8/17/2016,88.0,73.0,0.0
8/18/2016,85.0,72.0,0.1
8/19/2016,84.0,70.0,0.0
8/20/2016,85.0,71.0,0.0
8/21/2016,85.0,67.0,0.62
8/22/2016,79.0,64.0,0.0
8/23/2016,79.0,64.0,0.0
8/24/2016,82.0,64.0,0.0
8/25/2016,86.0,66.0,0.0
8/26/2016,91.0,74.0,0.0
8/27/2016,87.0,73.0,0.0
8/28/2016,85.0,67.0,0.0
8/29/2016,87.0,67.0,0.0
8/30/2016,85.0,69.0,0.0
8/31/2016,87.0,70.0,0.29
9/1/2016,78.0,67.0,0.1
9/2/2016,73.0,62.0,0.0
9/3/2016,72.0,61.0,0.0
9/4/2016,78.0,62.0,0.0
9/5/2016,81.0,62.0,0.0
9/6/2016,87.0,66.0,0.0
9/7/2016,88.0,72.0,0.07
9/8/2016,90.0,74.0,0.0
9/9/2016,91.0,77.0,0.0
9/10/2016,90.0,73.0,0.0
9/11/2016,84.0,65.0,0.0
9/12/2016,81.0,60.0,0.0
9/13/2016,84.0,63.0,0.0
9/14/2016,89.0,67.0,0.0
9/15/2016,75.0,65.0,0.0
9/16/2016,72.0,62.0,0.0
9/17/2016,79.0,64.0,0.0
9/18/2016,83.0,66.0,0.0
9/19/2016,73.0,67.0,0.7
9/20/2016,76.0,65.0,0.0
9/21/2016,79.0,65.0,0.0
9/22/2016,77.0,65.0,0.0
9/23/2016,84.0,66.0,0.0
9/24/2016,85.0,65.0,0.0
9/25/2016,65.0,55.0,0.0
9/26/2016,67.0,58.0,0.13
9/27/2016,73.0,63.0,0.88
9/28/2016,65.0,62.0,0.68
9/29/2016,75.0,63.0,0.08
9/30/2016,63.0,59.0,0.31
10/1/2016,66.0,59.0,0.15
10/2/2016,71.0,59.0,0.0
10/3/2016,74.0,59.0,0.0
10/4/2016,72.0,55.0,0.0
10/5/2016,63.0,56.0,0.0
10/6/2016,67.0,52.0,0.0
10/7/2016,63.0,56.0,0.26
10/8/2016,63.0,58.0,0.81
10/9/2016,64.0,50.0,0.18
10/10/2016,64.0,46.0,0.0
10/11/2016,63.0,45.0,0.0
10/12/2016,66.0,47.0,0.0
10/13/2016,71.0,53.0,0.0
10/14/2016,60.0,46.0,0.0
10/15/2016,66.0,50.0,0.0
10/16/2016,73.0,54.0,0.0
10/17/2016,80.0,64.0,0.0
10/18/2016,81.0,67.0,0.0
10/19/2016,84.0,71.0,0.0
10/20/2016,82.0,64.0,0.0
10/21/2016,64.0,53.0,0.02
10/22/2016,56.0,42.0,0.0
10/23/2016,69.0,43.0,0.0
10/24/2016,73.0,48.0,0.0
10/25/2016,62.0,43.0,0.0
10/26/2016,56.0,43.0,0.0
10/27/2016,65.0,42.0,0.0
10/28/2016,64.0,51.0,0.0
10/29/2016,76.0,49.0,0.0
10/30/2016,77.0,64.0,0.0
10/31/2016,64.0,48.0,0.0
11/1/2016,57.0,47.0,0.0
11/2/2016,81.0,54.0,0.0
11/3/2016,78.0,57.0,0.37
11/4/2016,62.0,48.0,0.0
11/5/2016,62.0,45.0,0.0
11/6/2016,68.0,48.0,0.0
11/7/2016,60.0,42.0,0.0
11/8/2016,64.0,50.0,0.0
11/9/2016,62.0,44.0,0.12
11/10/2016,61.0,39.0,0.0
11/11/2016,62.0,45.0,0.0
11/12/2016,50.0,34.0,0.0
11/13/2016,61.0,43.0,0.0
11/14/2016,54.0,41.0,0.1
11/15/2016,59.0,41.0,0.0
11/16/2016,64.0,43.0,0.0
11/17/2016,63.0,45.0,0.0
11/18/2016,69.0,46.0,0.0
11/19/2016,66.0,36.0,0.0
11/20/2016,44.0,31.0,0.0
11/21/2016,49.0,30.0,0.0
11/22/2016,51.0,32.0,0.0
11/23/2016,51.0,35.0,0.0
11/24/2016,65.0,39.0,0.0
11/25/2016,56.0,47.0,0.0
11/26/2016,50.0,38.0,0.0
11/27/2016,50.0,34.0,0.0
11/28/2016,48.0,35.0,0.0
11/29/2016,63.0,42.0,0.7
11/30/2016,66.0,58.0,0.5
12/1/2016,60.0,38.0,0.0
12/2/2016,52.0,36.0,0.0
12/3/2016,48.0,33.0,0.0
12/4/2016,40.0,32.0,0.13
12/5/2016,54.0,35.0,0.05
12/6/2016,44.0,35.0,1.25
12/7/2016,52.0,36.0,0.0
12/8/2016,43.0,28.0,0.0
12/9/2016,38.0,23.0,0.01
12/10/2016,35.0,20.0,0.0
12/11/2016,35.0,23.0,0.0
12/12/2016,60.0,35.0,0.07
12/13/2016,45.0,37.0,0.0
12/14/2016,45.0,35.0,0.0
12/15/2016,41.0,13.0,0.0
12/16/2016,24.0,11.0,0.0
12/17/2016,53.0,23.0,0.02
12/18/2016,61.0,33.0,0.0
12/19/2016,36.0,26.0,0.0
12/20/2016,37.0,22.0,0.0
12/21/2016,52.0,35.0,0.0
12/23/2016,45.0,33.0,0.0
12/24/2016,55.0,36.0,0.3
12/25/2016,48.0,39.0,0.03
12/26/2016,50.0,38.0,0.02
12/27/2016,63.0,46.0,0.01
12/28/2016,51.0,35.0,0.0
12/29/2016,52.0,32.0,0.28
12/30/2016,41.0,30.0,0.0
12/31/2016,44.0,26.0,0.0
1/1/2017,54.0,38.0,0.0
1/2/2017,42.0,38.0,0.29
1/3/2017,51.0,38.0,0.61
1/4/2017,56.0,31.0,0.0
1/5/2017,34.0,29.0,0.0
1/6/2017,33.0,24.0,0.04
1/7/2017,24.0,11.0,0.3
1/8/2017,21.0,7.0,0.01
1/9/2017,22.0,9.0,0.0
1/10/2017,36.0,15.0,0.0
1/11/2017,54.0,34.0,0.0
1/12/2017,66.0,45.0,0.0
1/13/2017,62.0,40.0,0.0
1/14/2017,40.0,32.0,0.1
1/15/2017,39.0,34.0,0.03
1/16/2017,40.0,36.0,0.09
1/17/2017,54.0,37.0,0.07
1/18/2017,60.0,40.0,0.0
1/19/2017,51.0,38.0,0.0
1/20/2017,47.0,39.0,0.07
1/21/2017,48.0,44.0,0.07
1/22/2017,49.0,45.0,0.26
1/23/2017,47.0,34.0,1.7
1/24/2017,54.0,33.0,0.0
1/25/2017,66.0,44.0,0.0
1/26/2017,62.0,38.0,0.0
1/27/2017,43.0,30.0,0.0
1/28/2017,46.0,29.0,0.0
1/29/2017,41.0,31.0,0.04
1/30/2017,37.0,25.0,0.0
1/31/2017,59.0,23.0,0.0
2/1/2017,58.0,42.0,0.0
2/2/2017,52.0,35.0,0.0
2/3/2017,35.0,24.0,0.0
2/4/2017,39.0,19.0,0.02
2/5/2017,54.0,28.0,0.0
2/6/2017,63.0,44.0,0.0
2/7/2017,71.0,49.0,0.0
2/8/2017,70.0,55.0,0.0
2/9/2017,57.0,20.0,0.07
2/10/2017,35.0,19.0,0.01
2/11/2017,66.0,34.0,0.0
2/12/2017,77.0,49.0,0.0
2/13/2017,53.0,33.0,0.0
2/14/2017,49.0,35.0,0.0
2/15/2017,54.0,33.0,0.0
2/16/2017,44.0,28.0,0.0
2/17/2017,61.0,32.0,0.0
2/18/2017,71.0,41.0,0.0
2/19/2017,72.0,52.0,0.0
2/20/2017,69.0,48.0,0.0
2/21/2017,58.0,42.0,0.0
2/22/2017,58.0,46.0,0.09
2/23/2017,73.0,51.0,0.0
2/24/2017,74.0,53.0,0.0
2/25/2017,71.0,38.0,0.2
2/26/2017,50.0,28.0,0.0
2/27/2017,54.0,37.0,0.0
2/28/2017,66.0,46.0,0.21
3/1/2017,73.0,54.0,0.15
3/2/2017,57.0,36.0,0.0
3/3/2017,44.0,28.0,0.0
3/4/2017,47.0,25.0,0.0
3/5/2017,42.0,22.0,0.0
3/6/2017,52.0,31.0,0.0
3/7/2017,63.0,48.0,0.05
3/8/2017,65.0,46.0,0.0
3/9/2017,69.0,52.0,0.0
3/10/2017,62.0,31.0,0.01
3/11/2017,45.0,26.0,0.0
3/12/2017,45.0,23.0,0.01
3/13/2017,46.0,23.0,0.36
3/14/2017,44.0,20.0,0.53
3/15/2017,35.0,15.0,0.0
3/16/2017,44.0,22.0,0.0
3/17/2017,49.0,30.0,0.02
3/18/2017,62.0,35.0,0.24
3/19/2017,51.0,36.0,0.0
3/20/2017,54.0,34.0,0.0
3/21/2017,65.0,43.0,0.0
3/22/2017,54.0,34.0,0.0
3/23/2017,48.0,28.0,0.0
3/24/2017,65.0,33.0,0.0
3/25/2017,76.0,55.0,0.0
3/26/2017,62.0,47.0,0.06
3/27/2017,74.0,46.0,0.07
3/28/2017,72.0,57.0,0.27
3/29/2017,67.0,52.0,0.0
3/30/2017,52.0,45.0,0.0
3/31/2017,57.0,42.0,1.43
4/1/2017,67.0,45.0,0.0
4/2/2017,62.0,40.0,0.0
4/3/2017,59.0,45.0,0.51
4/4/2017,78.0,54.0,0.0
4/5/2017,74.0,58.0,0.0
4/6/2017,63.0,44.0,0.62
4/7/2017,51.0,38.0,0.0
4/8/2017,66.0,37.0,0.0
4/9/2017,70.0,50.0,0.0
4/10/2017,78.0,53.0,0.0
4/11/2017,83.0,56.0,0.0
4/12/2017,76.0,60.0,0.0
4/13/2017,71.0,53.0,0.0
4/14/2017,73.0,54.0,0.0
4/15/2017,79.0,52.0,0.0
4/16/2017,82.0,64.0,0.05
4/17/2017,72.0,58.0,0.0
4/18/2017,70.0,54.0,0.0
4/19/2017,54.0,47.0,0.07
4/20/2017,81.0,52.0,0.65
4/21/2017,83.0,67.0,0.02
4/22/2017,68.0,46.0,0.39
4/23/2017,53.0,45.0,0.08
4/24/2017,49.0,44.0,1.5
4/25/2017,56.0,48.0,0.18
4/26/2017,76.0,52.0,0.0
4/27/2017,78.0,60.0,0.04
4/28/2017,81.0,62.0,0.0
4/29/2017,84.0,67.0,0.0
4/30/2017,80.0,67.0,0.0
5/1/2017,74.0,65.0,0.23
5/2/2017,73.0,59.0,0.0
