Date,TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches)
4/14/2011,69.0,47.0,0.0
4/15/2011,70.0,49.0,0.0
4/16/2011,64.0,49.0,0.82
4/18/2011,76.0,53.0,0.0
4/19/2011,70.0,56.0,0.0
4/20/2011,81.0,62.0,0.0
4/21/2011,68.0,51.0,0.0
4/22/2011,51.0,43.0,0.47
4/23/2011,70.0,43.0,0.04
4/24/2011,83.0,57.0,0.0
4/25/2011,83.0,61.0,0.0
4/26/2011,80.0,62.0,1.07
4/27/2011,78.0,64.0,0.35
4/28/2011,76.0,57.0,0.27
4/29/2011,67.0,50.0,0.0
4/30/2011,68.0,47.0,0.0
5/1/2011,60.0,49.0,0.0
5/2/2011,77.0,53.0,0.0
5/3/2011,76.0,57.0,0.26
5/4/2011,59.0,42.0,0.61
5/5/2011,65.0,42.0,0.0
5/6/2011,67.0,49.0,0.07
5/7/2011,70.0,51.0,0.02
5/8/2011,68.0,52.0,0.0
5/9/2011,72.0,55.0,0.0
5/10/2011,70.0,52.0,0.0
5/11/2011,72.0,57.0,0.0
5/12/2011,65.0,52.0,0.0
5/13/2011,63.0,58.0,0.42
5/14/2011,62.0,60.0,0.13
5/15/2011,72.0,56.0,0.51
5/16/2011,70.0,57.0,0.83
5/17/2011,64.0,56.0,3.48
5/18/2011,67.0,55.0,0.03
5/19/2011,69.0,54.0,0.0
5/20/2011,69.0,56.0,0.0
5/21/2011,77.0,58.0,0.0
5/22/2011,77.0,63.0,0.16
5/23/2011,77.0,62.0,0.03
5/24/2011,80.0,69.0,0.05
5/25/2011,81.0,64.0,0.0
5/26/2011,84.0,69.0,0.0
5/27/2011,77.0,61.0,0.07
5/28/2011,77.0,60.0,0.0
5/29/2011,81.0,66.0,0.0
5/30/2011,88.0,70.0,0.0
5/31/2011,88.0,73.0,0.0
6/1/2011,89.0,75.0,0.0
6/2/2011,86.0,68.0,0.0
6/3/2011,77.0,56.0,0.0
6/4/2011,80.0,62.0,0.0
6/5/2011,80.0,64.0,0.0
6/6/2011,81.0,65.0,0.0
6/7/2011,81.0,67.0,0.0
6/8/2011,92.0,71.0,0.0
6/9/2011,93.0,71.0,0.07
6/10/2011,88.0,68.0,0.0
6/11/2011,87.0,67.0,0.19
6/12/2011,85.0,64.0,0.48
6/13/2011,76.0,62.0,0.0
6/14/2011,74.0,57.0,0.0
6/15/2011,74.0,54.0,0.0
6/16/2011,78.0,60.0,0.0
6/17/2011,80.0,63.0,0.16
6/18/2011,85.0,67.0,0.0
6/19/2011,78.0,67.0,0.81
6/20/2011,72.0,64.0,1.03
6/21/2011,87.0,66.0,0.45
6/22/2011,85.0,67.0,0.01
6/23/2011,77.0,70.0,0.05
6/24/2011,82.0,69.0,0.0
6/25/2011,78.0,65.0,0.0
6/26/2011,79.0,62.0,0.48
6/27/2011,78.0,63.0,0.02
6/28/2011,87.0,68.0,0.47
6/29/2011,85.0,66.0,0.0
6/30/2011,81.0,63.0,0.0
7/1/2011,84.0,65.0,0.0
7/2/2011,85.0,65.0,0.0
7/3/2011,89.0,66.0,0.76
7/4/2011,85.0,67.0,1.64
7/5/2011,84.0,67.0,0.0
7/6/2011,81.0,70.0,0.13
7/7/2011,87.0,69.0,0.0
7/8/2011,84.0,68.0,0.17
7/9/2011,83.0,66.0,0.0
7/10/2011,85.0,71.0,0.0
7/11/2011,89.0,72.0,0.0
7/12/2011,91.0,78.0,0.0
7/13/2011,89.0,67.0,0.45
7/14/2011,77.0,64.0,0.0
7/15/2011,78.0,62.0,0.0
7/16/2011,80.0,64.0,0.0
7/17/2011,82.0,66.0,0.0
7/18/2011,87.0,69.0,0.0
7/19/2011,86.0,75.0,0.0
7/20/2011,90.0,74.0,0.0
7/21/2011,93.0,75.0,0.0
7/22/2011,96.0,80.0,0.0
7/23/2011,91.0,73.0,0.1
7/24/2011,91.0,73.0,0.03
7/25/2011,90.0,72.0,0.0
7/26/2011,89.0,71.0,0.0
7/27/2011,88.0,73.0,0.0
7/28/2011,92.0,70.0,0.0
7/29/2011,94.0,77.0,0.0
7/30/2011,90.0,77.0,0.0
7/31/2011,86.0,72.0,0.0
8/1/2011,92.0,71.0,0.0
8/2/2011,91.0,72.0,0.0
8/3/2011,87.0,76.0,0.06
8/4/2011,87.0,73.0,0.0
8/5/2011,82.0,70.0,0.0
8/6/2011,84.0,69.0,0.28
8/7/2011,89.0,72.0,0.54
8/8/2011,92.0,74.0,0.0
8/9/2011,90.0,73.0,0.0
8/10/2011,91.0,71.0,0.0
8/11/2011,83.0,66.0,0.0
8/12/2011,81.0,67.0,0.0
8/13/2011,78.0,68.0,0.48
8/14/2011,84.0,63.0,0.76
8/15/2011,78.0,62.0,0.0
8/16/2011,83.0,64.0,0.0
8/17/2011,84.0,67.0,0.0
8/18/2011,85.0,66.0,0.0
8/19/2011,75.0,65.0,0.07
8/20/2011,84.0,64.0,0.0
8/21/2011,84.0,67.0,0.85
8/22/2011,80.0,64.0,0.0
8/23/2011,77.0,62.0,0.0
8/24/2011,82.0,63.0,0.0
8/25/2011,87.0,67.0,0.3
8/26/2011,81.0,66.0,0.0
8/27/2011,74.0,67.0,0.64
8/28/2011,81.0,67.0,0.01
8/29/2011,75.0,61.0,0.0
8/30/2011,77.0,60.0,0.0
8/31/2011,79.0,63.0,0.0
9/1/2011,80.0,64.0,0.06
9/2/2011,74.0,62.0,0.26
9/3/2011,78.0,65.0,0.0
9/4/2011,83.0,68.0,0.0
9/5/2011,73.0,60.0,3.56
9/6/2011,60.0,57.0,2.74
9/7/2011,71.0,58.0,0.12
9/8/2011,72.0,64.0,0.01
9/9/2011,79.0,66.0,0.01
9/10/2011,80.0,65.0,0.0
9/11/2011,78.0,64.0,0.17
9/12/2011,78.0,61.0,0.76
9/13/2011,79.0,63.0,0.0
9/14/2011,82.0,68.0,0.0
9/15/2011,75.0,51.0,0.01
9/16/2011,61.0,45.0,0.0
9/17/2011,60.0,51.0,0.0
9/18/2011,64.0,49.0,0.0
9/19/2011,64.0,56.0,0.0
9/20/2011,71.0,59.0,0.19
9/21/2011,70.0,63.0,0.0
9/22/2011,73.0,65.0,0.0
9/23/2011,69.0,65.0,0.63
9/24/2011,69.0,62.0,0.0
9/25/2011,69.0,65.0,0.69
9/26/2011,73.0,66.0,0.08
9/27/2011,79.0,68.0,0.06
9/28/2011,74.0,64.0,0.25
9/29/2011,72.0,63.0,0.0
9/30/2011,70.0,53.0,0.0
10/1/2011,59.0,43.0,0.04
10/2/2011,52.0,42.0,0.0
10/3/2011,52.0,42.0,0.07
10/4/2011,67.0,47.0,0.0
10/5/2011,72.0,52.0,0.0
10/6/2011,67.0,52.0,0.0
10/7/2011,70.0,54.0,0.0
10/8/2011,70.0,55.0,0.0
10/9/2011,72.0,53.0,0.0
10/10/2011,75.0,59.0,0.0
10/11/2011,67.0,60.0,0.0
10/12/2011,63.0,59.0,4.78
10/13/2011,68.0,61.0,0.37
10/14/2011,67.0,56.0,0.07
10/15/2011,66.0,55.0,0.0
10/16/2011,70.0,54.0,0.0
10/17/2011,74.0,56.0,0.0
10/18/2011,72.0,55.0,0.0
10/19/2011,64.0,54.0,0.86
10/20/2011,56.0,44.0,0.0
10/21/2011,58.0,45.0,0.0
10/22/2011,57.0,45.0,0.0
10/23/2011,62.0,42.0,0.0
10/24/2011,66.0,48.0,0.0
10/25/2011,65.0,49.0,0.0
10/26/2011,71.0,52.0,0.0
10/27/2011,74.0,47.0,0.0
10/28/2011,47.0,31.0,0.27
10/29/2011,44.0,31.0,0.85
10/30/2011,52.0,34.0,0.0
10/31/2011,51.0,38.0,0.0
11/1/2011,56.0,38.0,0.0
11/2/2011,60.0,45.0,0.0
11/3/2011,62.0,42.0,0.0
11/4/2011,56.0,40.0,0.06
11/5/2011,48.0,34.0,0.0
11/6/2011,56.0,35.0,0.0
11/7/2011,63.0,43.0,0.0
11/8/2011,64.0,51.0,0.0
11/9/2011,64.0,47.0,0.0
11/10/2011,58.0,40.0,0.04
11/11/2011,47.0,33.0,0.0
11/12/2011,62.0,35.0,0.0
11/13/2011,59.0,43.0,0.0
11/14/2011,70.0,48.0,0.0
11/15/2011,65.0,54.0,0.02
11/16/2011,62.0,50.0,1.52
11/17/2011,50.0,33.0,0.18
11/18/2011,44.0,29.0,0.0
11/19/2011,52.0,32.0,0.0
11/20/2011,66.0,51.0,0.0
11/21/2011,63.0,53.0,0.02
11/22/2011,56.0,48.0,0.24
11/23/2011,62.0,44.0,0.7
11/24/2011,60.0,41.0,0.0
11/25/2011,67.0,48.0,0.0
11/26/2011,65.0,52.0,0.0
11/27/2011,68.0,51.0,0.0
11/28/2011,67.0,54.0,0.0
11/29/2011,60.0,37.0,0.9
11/30/2011,46.0,34.0,0.0
12/1/2011,52.0,32.0,0.0
12/2/2011,57.0,40.0,0.0
12/3/2011,47.0,34.0,0.0
12/4/2011,53.0,39.0,0.0
12/5/2011,56.0,50.0,0.02
12/6/2011,60.0,51.0,0.48
12/7/2011,60.0,36.0,3.09
12/8/2011,45.0,31.0,0.0
12/9/2011,48.0,34.0,0.0
12/10/2011,46.0,31.0,0.0
12/11/2011,39.0,25.0,0.0
12/12/2011,41.0,27.0,0.0
12/13/2011,52.0,35.0,0.0
12/14/2011,49.0,42.0,0.0
12/15/2011,61.0,41.0,0.0
12/16/2011,62.0,36.0,0.19
12/17/2011,40.0,30.0,0.0
12/18/2011,43.0,30.0,0.0
12/19/2011,53.0,29.0,0.0
12/20/2011,57.0,49.0,0.0
12/21/2011,60.0,48.0,0.09
12/22/2011,59.0,48.0,1.02
12/23/2011,56.0,42.0,0.16
12/24/2011,44.0,36.0,0.0
12/25/2011,48.0,33.0,0.0
12/26/2011,48.0,36.0,0.0
12/27/2011,47.0,34.0,0.78
12/28/2011,45.0,35.0,0.0
12/29/2011,44.0,33.0,0.0
12/30/2011,56.0,38.0,0.0
12/31/2011,56.0,44.0,0.07
1/1/2012,56.0,40.0,0.02
1/2/2012,42.0,24.0,0.0
1/3/2012,31.0,16.0,0.0
1/4/2012,37.0,16.0,0.0
1/5/2012,48.0,35.0,0.0
1/6/2012,65.0,39.0,0.0
1/7/2012,63.0,47.0,0.0
1/8/2012,52.0,37.0,0.0
1/9/2012,37.0,29.0,0.09
1/10/2012,51.0,29.0,0.0
1/11/2012,47.0,35.0,1.17
1/12/2012,58.0,39.0,0.08
1/13/2012,47.0,25.0,0.04
1/14/2012,36.0,24.0,0.0
1/15/2012,35.0,21.0,0.0
1/16/2012,42.0,22.0,0.01
1/17/2012,57.0,39.0,0.04
1/18/2012,55.0,24.0,0.0
1/19/2012,38.0,22.0,0.0
1/20/2012,39.0,25.0,0.06
1/21/2012,32.0,25.0,0.46
1/22/2012,30.0,26.0,0.05
1/23/2012,41.0,30.0,0.13
1/24/2012,58.0,40.0,0.0
1/25/2012,50.0,37.0,0.0
1/26/2012,56.0,38.0,0.0
1/27/2012,61.0,38.0,0.2
1/28/2012,54.0,33.0,0.0
1/29/2012,46.0,30.0,0.0
1/30/2012,49.0,30.0,0.0
1/31/2012,65.0,44.0,0.0
2/1/2012,68.0,48.0,0.0
2/2/2012,61.0,42.0,0.65
2/3/2012,50.0,33.0,0.0
2/4/2012,44.0,34.0,0.0
2/5/2012,40.0,32.0,0.0
2/6/2012,48.0,32.0,0.0
2/7/2012,56.0,36.0,0.0
2/8/2012,39.0,32.0,0.02
2/9/2012,46.0,30.0,0.0
2/10/2012,44.0,32.0,0.0
2/11/2012,40.0,19.0,0.01
2/12/2012,35.0,15.0,0.0
2/13/2012,46.0,24.0,0.0
2/14/2012,51.0,35.0,0.0
2/15/2012,56.0,39.0,0.0
2/16/2012,46.0,39.0,0.22
2/17/2012,55.0,39.0,0.0
2/18/2012,58.0,39.0,0.0
2/19/2012,44.0,30.0,0.7
2/20/2012,43.0,28.0,0.0
2/21/2012,47.0,28.0,0.0
2/22/2012,60.0,43.0,0.2
2/23/2012,65.0,43.0,0.0
2/24/2012,71.0,37.0,0.11
2/25/2012,42.0,28.0,0.0
2/26/2012,47.0,26.0,0.0
2/27/2012,60.0,33.0,0.0
2/28/2012,59.0,38.0,0.0
2/29/2012,58.0,36.0,1.07
3/1/2012,69.0,45.0,0.0
3/2/2012,47.0,40.0,0.48
3/3/2012,58.0,42.0,0.13
3/4/2012,46.0,32.0,0.0
3/5/2012,38.0,26.0,0.46
3/6/2012,48.0,26.0,0.0
3/7/2012,63.0,33.0,0.0
3/8/2012,67.0,49.0,0.0
3/9/2012,60.0,39.0,0.02
3/10/2012,49.0,31.0,0.0
3/11/2012,61.0,33.0,0.0
3/12/2012,70.0,45.0,0.0
3/13/2012,78.0,54.0,0.0
3/14/2012,79.0,60.0,0.0
3/15/2012,78.0,62.0,0.01
3/16/2012,72.0,52.0,0.0
3/17/2012,75.0,56.0,0.0
3/18/2012,67.0,49.0,0.0
3/19/2012,75.0,57.0,0.01
3/20/2012,73.0,57.0,0.02
3/21/2012,70.0,57.0,0.04
3/22/2012,79.0,57.0,0.0
3/23/2012,81.0,58.0,0.0
3/24/2012,68.0,54.0,1.4
3/25/2012,60.0,50.0,0.18
3/26/2012,67.0,40.0,0.0
3/27/2012,55.0,31.0,0.0
3/28/2012,79.0,43.0,0.08
3/29/2012,71.0,48.0,0.0
3/30/2012,64.0,42.0,0.0
3/31/2012,73.0,50.0,0.0
4/1/2012,65.0,44.0,0.0
4/2/2012,64.0,49.0,0.0
4/3/2012,71.0,45.0,0.0
4/4/2012,80.0,61.0,0.02
4/5/2012,62.0,45.0,0.0
4/6/2012,60.0,37.0,0.0
4/7/2012,65.0,41.0,0.0
4/8/2012,72.0,49.0,0.0
4/9/2012,68.0,47.0,0.0
4/10/2012,67.0,42.0,0.0
4/11/2012,49.0,37.0,0.0
4/12/2012,58.0,36.0,0.0
4/13/2012,64.0,44.0,0.0
4/14/2012,72.0,51.0,0.0
4/15/2012,80.0,60.0,0.0
4/16/2012,82.0,60.0,0.0
4/17/2012,74.0,58.0,0.0
4/18/2012,60.0,45.0,0.54
4/19/2012,64.0,45.0,0.0
4/20/2012,69.0,51.0,0.0
4/21/2012,76.0,52.0,0.09
4/22/2012,54.0,43.0,0.41
4/23/2012,44.0,38.0,0.26
4/24/2012,59.0,43.0,0.0
4/25/2012,66.0,48.0,0.0
4/26/2012,67.0,51.0,0.49
4/27/2012,66.0,47.0,0.0
4/28/2012,50.0,42.0,0.1
4/29/2012,66.0,43.0,0.09
4/30/2012,59.0,46.0,0.02
5/1/2012,82.0,55.0,0.17
5/2/2012,82.0,62.0,0.03
5/3/2012,80.0,59.0,0.09
5/4/2012,77.0,66.0,0.0
5/5/2012,72.0,63.0,0.1
5/6/2012,67.0,59.0,0.0
5/7/2012,67.0,56.0,0.0
5/8/2012,69.0,54.0,0.57
5/9/2012,71.0,53.0,0.15
5/10/2012,65.0,50.0,0.0
5/11/2012,69.0,48.0,0.0
5/12/2012,71.0,56.0,0.0
5/13/2012,73.0,57.0,0.0
5/14/2012,65.0,58.0,1.06
5/15/2012,76.0,60.0,1.1
5/16/2012,78.0,59.0,0.0
5/18/2012,70.0,52.0,0.0
5/19/2012,74.0,52.0,0.0
5/20/2012,76.0,56.0,0.0
5/21/2012,73.0,61.0,0.26
5/22/2012,78.0,62.0,0.88
5/23/2012,76.0,62.0,0.87
5/24/2012,75.0,60.0,0.0
5/25/2012,81.0,64.0,0.0
5/26/2012,82.0,66.0,0.0
5/27/2012,82.0,67.0,0.0
5/28/2012,83.0,69.0,0.0
5/29/2012,83.0,65.0,0.14
5/30/2012,77.0,64.0,0.0
5/31/2012,80.0,65.0,0.0
6/1/2012,74.0,61.0,0.64
6/2/2012,69.0,55.0,0.0
6/3/2012,74.0,57.0,0.0
6/4/2012,75.0,59.0,0.0
6/5/2012,65.0,54.0,0.12
6/6/2012,69.0,53.0,0.04
6/7/2012,75.0,56.0,0.0
6/8/2012,80.0,58.0,0.0
6/9/2012,82.0,67.0,0.0
6/10/2012,84.0,70.0,0.0
6/11/2012,75.0,65.0,0.13
6/12/2012,78.0,66.0,0.47
6/13/2012,77.0,63.0,0.0
6/14/2012,74.0,57.0,0.0
6/15/2012,75.0,60.0,0.0
6/16/2012,74.0,57.0,0.0
6/17/2012,75.0,58.0,0.0
6/18/2012,70.0,57.0,0.14
6/19/2012,86.0,63.0,0.0
6/20/2012,89.0,73.0,0.0
6/21/2012,90.0,75.0,0.0
6/22/2012,88.0,66.0,0.35
6/23/2012,83.0,66.0,0.0
6/24/2012,84.0,67.0,0.0
6/25/2012,85.0,64.0,0.0
6/26/2012,76.0,56.0,0.0
6/27/2012,83.0,60.0,0.0
6/28/2012,89.0,70.0,0.0
6/29/2012,97.0,73.0,0.02
6/30/2012,94.0,71.0,0.0
7/1/2012,95.0,74.0,0.0
7/2/2012,89.0,71.0,0.05
7/3/2012,92.0,71.0,0.0
7/4/2012,92.0,70.0,0.0
7/5/2012,96.0,77.0,0.0
7/6/2012,93.0,76.0,0.0
7/7/2012,97.0,79.0,0.0
7/8/2012,98.0,73.0,0.06
7/9/2012,85.0,70.0,0.09
7/10/2012,85.0,69.0,0.0
7/11/2012,82.0,68.0,0.0
7/12/2012,84.0,66.0,0.0
7/13/2012,82.0,69.0,0.0
7/14/2012,87.0,66.0,1.02
7/15/2012,89.0,71.0,0.06
7/16/2012,90.0,71.0,0.0
7/17/2012,94.0,75.0,0.0
7/18/2012,93.0,75.0,0.0
7/19/2012,91.0,71.0,0.0
7/20/2012,76.0,71.0,0.05
7/21/2012,72.0,64.0,0.24
7/22/2012,82.0,65.0,0.0
7/23/2012,90.0,70.0,0.04
7/24/2012,91.0,69.0,0.41
7/25/2012,83.0,67.0,0.0
7/26/2012,94.0,72.0,0.0
7/27/2012,90.0,69.0,0.05
7/28/2012,89.0,70.0,0.02
7/29/2012,85.0,68.0,0.0
7/30/2012,85.0,68.0,0.0
7/31/2012,88.0,63.0,0.64
8/1/2012,85.0,63.0,0.03
8/2/2012,89.0,69.0,0.0
8/3/2012,88.0,68.0,0.0
8/4/2012,88.0,70.0,0.0
8/5/2012,87.0,70.0,0.0
8/6/2012,82.0,72.0,0.01
8/7/2012,83.0,71.0,0.0
8/8/2012,87.0,69.0,0.0
8/9/2012,89.0,67.0,0.0
8/10/2012,82.0,65.0,1.49
8/11/2012,81.0,67.0,0.03
8/12/2012,81.0,64.0,0.04
8/13/2012,84.0,64.0,0.0
8/14/2012,83.0,66.0,0.0
8/15/2012,80.0,65.0,0.01
8/16/2012,83.0,63.0,0.0
8/17/2012,86.0,69.0,0.0
8/18/2012,80.0,65.0,0.0
8/19/2012,69.0,61.0,0.19
8/20/2012,76.0,61.0,0.06
8/21/2012,79.0,60.0,0.11
8/22/2012,80.0,62.0,0.0
8/23/2012,82.0,65.0,0.0
8/24/2012,80.0,66.0,0.0
8/25/2012,69.0,62.0,1.69
8/26/2012,75.0,65.0,0.05
8/27/2012,84.0,63.0,0.0
8/28/2012,85.0,71.0,0.0
8/29/2012,81.0,65.0,0.0
8/30/2012,83.0,65.0,0.0
8/31/2012,89.0,71.0,0.0
9/1/2012,82.0,71.0,0.05
9/2/2012,82.0,69.0,0.29
9/3/2012,76.0,69.0,1.24
9/4/2012,79.0,68.0,0.09
9/5/2012,83.0,70.0,0.12
9/6/2012,78.0,65.0,0.51
9/7/2012,84.0,68.0,0.0
9/8/2012,81.0,61.0,0.5
9/9/2012,74.0,56.0,0.0
9/10/2012,72.0,55.0,0.0
9/11/2012,72.0,57.0,0.0
9/12/2012,76.0,58.0,0.0
9/13/2012,75.0,59.0,0.0
9/14/2012,75.0,64.0,0.0
9/15/2012,73.0,59.0,0.0
9/16/2012,68.0,57.0,0.0
9/17/2012,64.0,56.0,0.12
9/18/2012,70.0,61.0,1.82
9/19/2012,67.0,55.0,0.0
9/20/2012,70.0,52.0,0.0
9/21/2012,77.0,55.0,0.0
9/22/2012,80.0,59.0,0.0
9/23/2012,65.0,49.0,0.0
9/24/2012,65.0,48.0,0.0
9/25/2012,71.0,50.0,0.0
9/26/2012,79.0,55.0,0.0
9/27/2012,80.0,63.0,0.0
9/28/2012,74.0,57.0,0.5
9/29/2012,66.0,54.0,0.03
9/30/2012,68.0,53.0,0.0
10/1/2012,61.0,52.0,0.03
10/2/2012,67.0,55.0,1.43
10/3/2012,78.0,64.0,0.0
10/4/2012,77.0,62.0,0.0
10/5/2012,76.0,60.0,0.0
10/6/2012,75.0,52.0,0.0
10/7/2012,52.0,43.0,0.11
10/8/2012,47.0,40.0,0.05
10/9/2012,57.0,41.0,0.01
10/10/2012,66.0,50.0,0.0
10/11/2012,60.0,42.0,0.0
10/12/2012,66.0,45.0,0.0
10/13/2012,58.0,39.0,0.0
10/14/2012,70.0,49.0,0.0
10/15/2012,68.0,51.0,0.0
10/16/2012,64.0,48.0,0.0
10/17/2012,65.0,47.0,0.0
10/18/2012,66.0,46.0,0.64
10/19/2012,69.0,58.0,0.0
10/20/2012,63.0,48.0,0.0
10/21/2012,63.0,45.0,0.0
10/22/2012,68.0,49.0,0.0
10/23/2012,79.0,60.0,0.0
10/24/2012,80.0,65.0,0.0
10/25/2012,74.0,57.0,0.0
10/26/2012,66.0,58.0,0.0
10/27/2012,65.0,55.0,0.0
10/28/2012,58.0,48.0,0.44
10/29/2012,48.0,39.0,1.13
10/30/2012,43.0,36.0,0.07
10/31/2012,51.0,38.0,0.0
11/1/2012,50.0,42.0,0.0
11/2/2012,53.0,39.0,0.0
11/3/2012,50.0,38.0,0.0
11/4/2012,50.0,37.0,0.0
11/5/2012,48.0,30.0,0.0
11/6/2012,42.0,30.0,0.0
11/7/2012,45.0,34.0,0.0
11/8/2012,56.0,37.0,0.0
11/9/2012,59.0,38.0,0.0
11/10/2012,64.0,44.0,0.0
11/11/2012,70.0,50.0,0.0
11/12/2012,64.0,50.0,0.04
11/13/2012,59.0,33.0,0.53
11/14/2012,43.0,29.0,0.0
11/15/2012,45.0,31.0,0.0
11/16/2012,51.0,35.0,0.0
11/17/2012,52.0,36.0,0.0
11/18/2012,50.0,39.0,0.0
11/19/2012,52.0,40.0,0.0
11/20/2012,51.0,37.0,0.0
11/21/2012,54.0,38.0,0.0
11/22/2012,57.0,38.0,0.0
11/23/2012,63.0,45.0,0.0
11/24/2012,45.0,28.0,0.0
11/25/2012,47.0,27.0,0.0
11/26/2012,58.0,45.0,0.0
11/27/2012,45.0,35.0,0.04
11/28/2012,47.0,34.0,0.0
11/29/2012,47.0,32.0,0.0
11/30/2012,51.0,40.0,0.0
12/1/2012,54.0,35.0,0.0
12/2/2012,61.0,41.0,0.01
12/3/2012,67.0,53.0,0.0
12/4/2012,69.0,58.0,0.0
12/5/2012,63.0,38.0,0.0
12/6/2012,42.0,29.0,0.0
12/7/2012,48.0,35.0,0.0
12/8/2012,62.0,44.0,0.0
12/9/2012,61.0,47.0,0.07
12/10/2012,60.0,48.0,0.02
12/11/2012,59.0,38.0,0.11
12/12/2012,42.0,33.0,0.0
12/13/2012,45.0,31.0,0.0
12/14/2012,54.0,36.0,0.0
12/15/2012,49.0,38.0,0.06
12/16/2012,46.0,38.0,0.01
12/17/2012,54.0,43.0,0.04
12/18/2012,56.0,42.0,0.0
12/19/2012,59.0,40.0,0.0
12/20/2012,44.0,38.0,0.96
12/21/2012,45.0,31.0,0.05
12/22/2012,45.0,32.0,0.0
12/23/2012,48.0,31.0,0.0
12/24/2012,47.0,30.0,0.12
12/25/2012,43.0,31.0,0.0
12/26/2012,37.0,29.0,1.19
12/27/2012,42.0,29.0,0.0
12/28/2012,38.0,29.0,0.0
12/29/2012,46.0,30.0,0.09
12/30/2012,41.0,29.0,0.0
12/31/2012,43.0,29.0,0.0
1/1/2013,47.0,37.0,0.0
1/2/2013,39.0,29.0,0.0
1/3/2013,38.0,28.0,0.0
1/4/2013,45.0,28.0,0.0
1/5/2013,47.0,30.0,0.02
1/6/2013,49.0,37.0,0.0
1/7/2013,45.0,34.0,0.0
1/8/2013,49.0,32.0,0.0
1/9/2013,58.0,41.0,0.0
1/10/2013,57.0,44.0,0.0
1/11/2013,45.0,38.0,0.03
1/12/2013,53.0,38.0,0.0
1/13/2013,64.0,48.0,0.0
1/14/2013,62.0,38.0,0.24
1/15/2013,38.0,34.0,1.4
1/16/2013,45.0,33.0,0.41
1/17/2013,46.0,31.0,0.81
1/18/2013,38.0,27.0,0.0
1/19/2013,48.0,26.0,0.0
1/20/2013,56.0,37.0,0.0
1/21/2013,50.0,29.0,0.0
1/22/2013,29.0,15.0,0.0
1/23/2013,29.0,13.0,0.01
1/24/2013,25.0,14.0,0.04
1/25/2013,20.0,15.0,0.02
1/26/2013,34.0,18.0,0.0
1/27/2013,35.0,24.0,0.0
1/28/2013,53.0,28.0,0.25
1/29/2013,72.0,50.0,0.0
1/30/2013,66.0,55.0,2.17
1/31/2013,60.0,29.0,0.19
2/1/2013,32.0,16.0,0.01
2/2/2013,30.0,16.0,0.02
2/3/2013,38.0,24.0,0.0
2/4/2013,39.0,24.0,0.0
2/5/2013,52.0,36.0,0.0
2/6/2013,52.0,32.0,0.0
2/7/2013,36.0,30.0,0.02
2/8/2013,47.0,30.0,0.29
2/9/2013,46.0,28.0,0.0
2/10/2013,42.0,27.0,0.02
2/11/2013,57.0,31.0,0.07
2/12/2013,56.0,40.0,0.0
2/13/2013,48.0,32.0,0.04
2/14/2013,49.0,31.0,0.0
2/15/2013,58.0,36.0,0.03
2/16/2013,39.0,25.0,0.03
2/17/2013,30.0,19.0,0.0
2/18/2013,43.0,19.0,0.0
2/19/2013,45.0,31.0,0.1
2/20/2013,44.0,26.0,0.0
2/21/2013,43.0,23.0,0.0
2/22/2013,34.0,27.0,0.17
2/23/2013,49.0,30.0,0.08
2/24/2013,56.0,32.0,0.0
2/25/2013,41.0,26.0,0.0
2/26/2013,39.0,30.0,1.18
2/27/2013,53.0,37.0,0.02
2/28/2013,44.0,34.0,0.0
3/1/2013,40.0,32.0,0.0
3/2/2013,36.0,29.0,0.02
3/3/2013,44.0,25.0,0.0
3/4/2013,48.0,22.0,0.0
3/5/2013,45.0,30.0,0.48
3/6/2013,36.0,30.0,1.48
3/7/2013,41.0,32.0,0.0
3/8/2013,42.0,30.0,0.0
3/9/2013,54.0,33.0,0.0
3/10/2013,60.0,45.0,0.0
3/11/2013,58.0,39.0,0.0
3/12/2013,63.0,38.0,1.15
3/13/2013,50.0,29.0,0.0
3/14/2013,49.0,26.0,0.0
3/15/2013,56.0,32.0,0.0
3/16/2013,65.0,39.0,0.11
3/17/2013,39.0,30.0,0.21
3/18/2013,32.0,30.0,0.41
3/19/2013,60.0,30.0,0.0
3/20/2013,51.0,33.0,0.0
3/21/2013,37.0,23.0,0.0
3/22/2013,49.0,23.0,0.0
3/23/2013,54.0,32.0,0.0
3/24/2013,41.0,29.0,0.27
3/25/2013,36.0,29.0,0.4
3/26/2013,42.0,32.0,0.0
3/27/2013,49.0,31.0,0.0
3/28/2013,51.0,33.0,0.0
3/29/2013,55.0,38.0,0.0
3/30/2013,60.0,41.0,0.0
3/31/2013,55.0,40.0,0.22
4/1/2013,62.0,37.0,0.04
4/2/2013,52.0,33.0,0.0
4/3/2013,55.0,31.0,0.0
4/4/2013,44.0,29.0,0.19
4/5/2013,63.0,33.0,0.19
4/6/2013,55.0,38.0,0.0
4/7/2013,69.0,36.0,0.0
4/8/2013,77.0,58.0,0.0
4/9/2013,82.0,63.0,0.0
4/10/2013,87.0,70.0,0.0
4/11/2013,82.0,63.0,0.0
4/12/2013,77.0,56.0,0.69
4/13/2013,70.0,49.0,0.0
4/14/2013,72.0,51.0,0.0
4/15/2013,58.0,49.0,0.26
4/16/2013,69.0,52.0,0.07
4/17/2013,80.0,60.0,0.01
4/18/2013,75.0,57.0,0.09
